t,true_px,true_py,meas_px,meas_py,est_px,est_py
8.23,19.9157,0.803312,19.5476,0.863793,19.8386,1.03496
8.24,19.9287,0.725264,20.0267,0.539336,19.8768,0.912761
8.25,19.9416,0.646236,19.9987,0.823842,19.9072,0.840153
8.26,19.9546,0.566226,20.2636,0.527348,19.9672,0.739555
8.27,19.9676,0.485236,20.3155,0.48623,20.027,0.645717
8.28,19.9876,0.454247,19.8025,0.49815,20.0163,0.56458
8.29,20.0117,0.505829,20.3253,0.129763,20.0715,0.44739
8.3,20.0357,0.55643,20.216,0.366682,20.107,0.373398
8.31,20.0598,0.606049,20.1682,0.615629,20.1324,0.339685
8.32,20.0838,0.654688,19.4708,0.362331,20.0677,0.27943
8.33,20.1079,0.702346,19.765,0.588234,20.046,0.255143
8.34,20.1319,0.749022,20.3966,0.878445,20.1049,0.271141
8.35,20.156,0.794718,19.8241,1.14111,20.0859,0.319814
8.36,20.18,0.839433,20.2144,0.680465,20.1172,0.30749
8.37,20.2041,0.883166,19.876,0.402681,20.1026,0.263204
8.38,20.2281,0.925919,19.7138,0.461264,20.0689,0.232189
8.39,20.2522,0.967691,20.3325,0.828366,20.1155,0.251569
8.4,20.2762,1.00848,20.0759,0.626518,20.125,0.245141
8.41,20.3003,1.04829,20.337,0.962992,20.1657,0.282693
8.42,20.3243,1.08712,20.0643,1.43785,20.1678,0.376938
8.43,20.3484,1.12497,20.2705,0.947541,20.1951,0.401544
8.44,20.3724,1.16183,20.0839,1.50298,20.1959,0.494096
8.45,20.3965,1.19772,21.0013,0.921894,20.3108,0.505731
8.46,20.4205,1.23263,20.6227,1.54017,20.3662,0.594366
8.47,20.4446,1.26655,20.5113,1.4448,20.4016,0.662989
8.48,20.4686,1.29949,20.9522,1.76435,20.488,0.765363
8.49,20.4927,1.33145,20.3877,0.951304,20.4945,0.756617
8.5,20.5167,1.36243,20.3464,1.74174,20.4948,0.848208
8.51,20.5408,1.39243,20.565,1.56316,20.5219,0.90887
8.52,20.5648,1.42145,20.3607,1.45899,20.5202,0.951004
8.53,20.5889,1.44949,20.8181,1.56049,20.5753,1.00213
8.54,20.6129,1.47655,20.9158,1.32524,20.6365,1.01926
8.55,20.637,1.50262,20.1747,1.14608,20.5984,1.01285
8.56,20.661,1.52772,20.8002,2.01652,20.6418,1.11628
8.57,20.6851,1.55183,20.2655,1.78886,20.6136,1.1812
8.58,20.7091,1.57496,20.9129,1.8185,20.6686,1.24361
8.59,20.7332,1.59712,20.7691,1.15432,20.6995,1.21714
8.6,20.7573,1.61829,21.0625,1.64375,20.7635,1.25485
8.61,20.7813,1.63848,20.8429,1.25316,20.7929,1.24033
8.62,20.8054,1.65769,21.2031,2.11954,20.8638,1.33578
8.63,20.8294,1.67591,20.9881,1.59483,20.9001,1.35628
8.64,20.8535,1.69316,21.0557,1.96689,20.9406,1.4214
8.65,20.8775,1.70943,21.058,1.99336,20.9766,1.4834
8.66,20.9016,1.72471,21.6177,1.42451,21.0783,1.46826
8.67,20.9256,1.73901,21.0657,1.40267,21.1001,1.45215
8.68,20.9497,1.75234,21.2886,1.91613,21.1468,1.50197
8.69,20.9737,1.76468,21.3442,1.91848,21.1951,1.54716
8.7,20.9978,1.77604,21.2914,1.60971,21.2313,1.54933
8.71,21.0218,1.78642,21.2098,1.54408,21.2529,1.54324
8.72,21.0459,1.79582,21.2166,1.99347,21.2726,1.59398
8.73,21.0699,1.80424,20.9348,1.97748,21.2545,1.63764
8.74,21.094,1.81167,21.2217,1.73523,21.2734,1.64669
8.75,21.118,1.81813,20.9191,1.73202,21.2521,1.65448
8.76,21.1421,1.8236,20.9083,1.5733,21.231,1.64173
8.77,21.1661,1.8281,21.2459,2.02783,21.2537,1.68708
8.78,21.1902,1.83161,21.807,1.84102,21.3435,1.70453
8.79,21.2142,1.83414,20.8237,2.16079,21.3009,1.76012
8.8,21.2383,1.83569,21.7417,1.62457,21.3766,1.74312
8.81,21.2623,1.83626,20.8599,2.30674,21.334,1.81299
8.82,21.2864,1.83585,20.9938,1.6968,21.312,1.79957
8.83,21.3104,1.83446,21.5694,1.92549,21.3635,1.81604
8.84,21.3345,1.83209,20.9163,1.96943,21.3278,1.83628
8.85,21.3585,1.82873,21.1671,1.72662,21.3265,1.82411
8.86,21.3826,1.8244,21.5168,1.56613,21.3685,1.79313
8.87,21.4066,1.81908,21.1315,1.20919,21.3577,1.72076
8.88,21.4307,1.81278,21.8316,1.69815,21.4349,1.71685
8.89,21.4548,1.8055,21.7456,1.90907,21.4929,1.73968
8.9,21.4788,1.79725,21.4894,1.30702,21.5125,1.68507
8.91,21.5029,1.78801,21.6662,1.45484,21.5517,1.65454
8.92,21.5269,1.77778,20.9172,1.78564,21.4929,1.66847
8.93,21.551,1.76658,21.3894,1.74184,21.4985,1.67557
8.94,21.575,1.7544,21.565,2.28439,21.525,1.74969
8.95,21.5991,1.74123,21.7676,1.77658,21.5736,1.75286
8.96,21.6231,1.72709,21.6868,1.80953,21.6067,1.75982
8.97,21.6472,1.71196,21.5754,1.94253,21.622,1.78267
8.98,21.6712,1.69586,21.8912,1.48999,21.6746,1.74669
8.99,21.6953,1.67877,21.6227,1.26614,21.6879,1.68646
9,21.7193,1.6607,22.0297,1.97583,21.75,1.721
9.01,21.7434,1.64165,21.5663,1.37209,21.7475,1.67669
9.02,21.7674,1.62162,22.0251,2.23001,21.802,1.74402
9.03,21.7915,1.6006,21.8561,1.63801,21.8293,1.73058
9.04,21.8155,1.57861,22.1611,2.08032,21.8913,1.77373
9.05,21.8396,1.55564,22.0736,1.46227,21.9355,1.73532
9.06,21.8636,1.53168,22.2311,1.3237,21.9942,1.68356
9.07,21.8877,1.50675,21.2398,1.72062,21.9227,1.68667
9.08,21.9117,1.48083,21.5772,1.36375,21.9001,1.64497
9.09,21.9358,1.45393,22.1595,1.88202,21.9519,1.67226
9.1,21.9598,1.42605,21.7946,1.86913,21.9524,1.6952
9.11,21.9839,1.39719,21.7339,1.73048,21.9448,1.69851
9.12,22.0079,1.36735,21.2136,1.89029,21.8725,1.72145
9.13,22.032,1.33653,22.4227,1.11756,21.9581,1.64563
9.14,22.056,1.30473,21.9738,1.31528,21.9784,1.6023
9.15,22.0801,1.27194,22.0145,0.972552,22.0013,1.52071
9.16,22.1041,1.23818,22.1745,1.0598,22.0413,1.45848
9.17,22.1282,1.20343,22.1409,1.69477,22.0725,1.48201
9.18,22.1522,1.1677,22.1288,1.33067,22.0986,1.45783
9.19,22.1763,1.13099,21.5874,1.17853,22.0539,1.41729
9.2,22.2004,1.09331,22.1609,0.906224,22.0849,1.34708
9.21,22.2244,1.05464,21.748,1.22737,22.0608,1.32433
9.22,22.2485,1.01498,22.0296,0.933029,22.0738,1.26739
9.23,22.2725,0.974352,22.3967,1.11982,22.1309,1.23982
9.24,22.2966,0.932739,22.6215,0.794015,22.2098,1.17466
9.25,22.3206,0.890144,22.2075,1.17614,22.2284,1.16413
9.26,22.3447,0.846569,22.7536,0.641433,22.3128,1.08822
9.27,22.3687,0.802013,21.8976,0.379014,22.2812,0.987649
9.28,22.3928,0.756476,22.6503,0.863434,22.3462,0.958179
9.29,22.4168,0.709958,22.2285,0.274637,22.3515,0.858615
9.3,22.4409,0.662459,22.0593,0.581484,22.3346,0.807946
9.31,22.4649,0.613979,21.9429,0.884784,22.3045,0.800742
9.32,22.489,0.564518,22.2954,0.972704,22.3209,0.805671
9.33,22.513,0.514076,22.6971,0.478233,22.3854,0.748801
9.34,22.5371,0.462653,22.1294,0.352009,22.3719,0.682432
9.35,22.5614,0.458888,22.4964,0.231815,22.4052,0.608317
9.36,22.5858,0.498871,22.7223,0.319995,22.4628,0.55328
9.37,22.6103,0.537873,22.8681,0.5265,22.5322,0.530153
9.38,22.6347,0.575894,22.1579,0.6291,22.5053,0.522704
9.39,22.6592,0.612934,22.6302,0.795946,22.5397,0.537337
9.4,22.6836,0.648993,22.3896,1.32916,22.5401,0.617489
9.41,22.7081,0.684071,22.3762,0.708057,22.5382,0.612352
9.42,22.7325,0.718168,23.5666,1.2981,22.6846,0.681785
9.43,22.757,0.751284,22.8704,0.931615,22.7287,0.698742
9.44,22.7814,0.783419,22.858,0.360428,22.7661,0.643032
9.45,22.8059,0.814573,22.4599,1.22228,22.7495,0.700941
9.46,22.8303,0.844746,23.2053,0.42579,22.827,0.653858
9.47,22.8548,0.873938,22.8698,0.793063,22.8542,0.65777
9.48,22.8792,0.902149,22.7025,0.781158,22.8572,0.66013
9.49,22.9037,0.92938,23.1598,0.787804,22.9164,0.663402
9.5,22.9281,0.955629,22.779,1.65791,22.9214,0.775234
9.51,22.9526,0.980897,22.846,0.877556,22.9337,0.778483
9.52,22.977,1.00518,22.6812,0.936989,22.9237,0.789052
9.53,23.0015,1.02849,23.1609,1.02249,22.974,0.809434
9.54,23.0259,1.05081,22.4948,0.951714,22.9355,0.819104
9.55,23.0504,1.07216,23.0184,0.9094,22.9657,0.822701
9.56,23.0748,1.09252,23.0353,1.24882,22.9945,0.868475
9.57,23.0993,1.1119,23.6069,1.3189,23.0911,0.918468
9.58,23.1238,1.13031,22.5609,0.888315,23.0468,0.909739
9.59,23.1482,1.14773,22.593,1.01787,23.0104,0.9182
9.6,23.1727,1.16416,23.1938,1.45155,23.0523,0.980034
9.61,23.1971,1.17962,22.9961,0.791829,23.0647,0.953297
9.62,23.2216,1.1941,23.0295,0.947201,23.0796,0.948781
9.63,23.246,1.2076,24.0295,1.175,23.2172,0.973251
9.64,23.2705,1.22011,22.9304,0.982057,23.203,0.971219
9.65,23.2949,1.23164,22.9,1.5225,23.1859,1.03692
9.66,23.3194,1.2422,23.5597,1.70575,23.2524,1.1188
9.67,23.3438,1.25177,23.1698,1.6343,23.2629,1.18337
9.68,23.3683,1.26036,23.4457,2.11653,23.3063,1.30147
9.69,23.3927,1.26797,23.9026,0.937395,23.4016,1.26024
9.7,23.4172,1.2746,23.8289,1.44768,23.4775,1.28682
9.71,23.4416,1.28025,23.2489,1.74514,23.4726,1.3477
9.72,23.4661,1.28492,23.8385,1.05238,23.5412,1.31578
9.73,23.4905,1.2886,23.6018,1.33065,23.5726,1.32174
9.74,23.515,1.29131,23.5137,0.780486,23.5892,1.25834
9.75,23.5394,1.29303,23.3835,0.848857,23.5872,1.20988
9.76,23.5639,1.29377,23.439,1.35731,23.5918,1.2298
9.77,23.5883,1.29354,23.8824,1.30957,23.6506,1.24167
9.78,23.6128,1.29232,23.2798,1.53298,23.6277,1.28015
9.79,23.6372,1.29012,23.5754,1.25741,23.6434,1.28023
9.8,23.6617,1.28694,23.9256,1.98727,23.7006,1.37131
9.81,23.6862,1.28277,24.0393,1.22554,23.7656,1.35789
9.82,23.7106,1.27763,23.2339,1.77274,23.7228,1.41401
9.83,23.7351,1.27151,24.021,1.06024,23.7821,1.37534
9.84,23.7595,1.2644,23.9989,1.41771,23.8319,1.38512
9.85,23.784,1.25632,23.7227,1.66758,23.8416,1.42496
9.86,23.8084,1.24725,23.982,0.789162,23.8821,1.35097
9.87,23.8329,1.2372,23.9286,0.674452,23.9111,1.27014
9.88,23.8573,1.22617,24.0026,1.27947,23.9459,1.27305
9.89,23.8818,1.21416,24.2073,1.49651,24.002,1.30269
9.9,23.9062,1.20117,24.0366,1.26374,24.0304,1.30019
9.91,23.9307,1.1872,23.6119,1.39522,24.0023,1.3143
9.92,23.9551,1.17225,23.4791,0.903341,23.96,1.26552
9.93,23.9796,1.15631,23.7745,1.10607,23.9583,1.247
9.94,24.004,1.1394,24.0038,0.632903,23.9848,1.1713
9.95,24.0285,1.1215,23.7031,1.48339,23.9706,1.2095
9.96,24.0529,1.10263,23.9918,1.48327,23.9933,1.24377
9.97,24.0774,1.08277,24.0208,1.14299,24.0168,1.23205
9.98,24.1018,1.06193,24.0225,1.27166,24.0376,1.23757
9.99,24.1263,1.04011,24.4944,0.934963,24.1146,1.20049
10,24.1507,1.01731,24.0443,1.33572,24.1271,1.21723
10.01,24.1752,0.993526,24.2808,0.664955,24.1672,1.14853
10.02,24.1996,0.968764,24.2002,0.842568,24.1927,1.10907
10.03,24.2241,0.94302,24.4342,1.21697,24.2442,1.12042
10.04,24.2486,0.916295,24.5878,1.32911,24.309,1.14465
10.05,24.273,0.888589,24.0247,1.16334,24.2963,1.14575
10.06,24.2975,0.859902,24.1438,0.756222,24.2992,1.09596
10.07,24.3219,0.830234,24.0555,0.962484,24.2903,1.07706
10.08,24.3464,0.799585,24.4371,1.14753,24.3294,1.08325
10.09,24.3708,0.767955,24.2498,0.432573,24.3405,0.999658
10.1,24.3953,0.735345,24.0805,1.10717,24.3289,1.00891
10.11,24.4197,0.701753,24.5737,0.582468,24.3794,0.951832
10.12,24.4442,0.66718,25.2272,0.488848,24.5059,0.889044
10.13,24.4686,0.631626,24.4971,0.248208,24.5276,0.802815
10.14,24.4931,0.595091,24.7341,0.769854,24.5762,0.790712
10.15,24.5175,0.557575,24.7524,0.31037,24.6215,0.722716
10.16,24.542,0.519078,24.2233,0.0154504,24.5955,0.625117
10.17,24.5664,0.479601,24.3237,0.518839,24.5841,0.600613
10.18,24.5909,0.439142,24.8773,0.209774,24.6424,0.540343
10.19,24.6153,0.467659,24.2832,0.345338,24.62,0.503481
10.2,24.6398,0.499035,24.7491,0.396881,24.6575,0.477158
10.21,24.6642,0.52943,24.7088,0.291792,24.6856,0.440755
10.22,24.6887,0.558845,24.906,0.463614,24.7348,0.429872
10.23,24.7131,0.587278,24.5494,-0.216361,24.734,0.335599
10.24,24.7376,0.61473,24.9719,0.63817,24.7854,0.358005
10.25,24.7621,0.641201,24.3223,0.257003,24.7499,0.330923
10.26,24.7865,0.666692,24.9911,0.930856,24.8009,0.391079
10.27,24.811,0.691201,24.3636,0.253184,24.7679,0.360846
10.28,24.8354,0.714729,25.2238,0.955785,24.8451,0.421727
10.29,24.8599,0.737276,25.3497,1.79566,24.9295,0.581483
10.3,24.8843,0.758843,24.7469,0.694953,24.9295,0.587733
10.31,24.9088,0.779428,24.9354,0.673173,24.9525,0.59082
10.32,24.9332,0.799032,24.4529,0.532939,24.9123,0.576279
10.33,24.9577,0.817656,25.1882,0.292627,24.9674,0.533429
10.34,24.9821,0.835298,25.559,0.577154,25.0627,0.530681
10.35,25.0066,0.851959,25.3852,0.497881,25.1259,0.518529
10.36,25.031,0.86764,24.994,0.824105,25.1332,0.548538
10.37,25.0555,0.882339,25.0349,0.314639,25.1443,0.512086
10.38,25.0799,0.896057,24.9923,1.15089,25.1483,0.583922
10.39,25.1044,0.908795,25.021,0.340649,25.1549,0.547452
10.4,25.1288,0.920551,25.3982,1.1121,25.2074,0.611157
10.41,25.1533,0.931326,24.9152,1.6102,25.1936,0.730631
10.42,25.1777,0.941121,24.9722,0.906877,25.1878,0.750172
10.43,25.2022,0.949934,25.2981,0.888216,25.2227,0.765435
10.44,25.2266,0.957766,25.4467,0.314451,25.272,0.707577
10.45,25.2511,0.964617,25.471,1.01234,25.3188,0.742802
10.46,25.2755,0.970488,25.5505,0.403347,25.3701,0.698476
10.47,25.3,0.975377,25.3414,0.674783,25.3895,0.692633
10.48,25.3245,0.979285,25.3838,1.27674,25.4116,0.762582
10.49,25.3489,0.982213,24.9179,0.892165,25.3727,0.777414
10.5,25.3734,0.984159,25.2157,1.6655,25.3744,0.887257
10.51,25.3978,0.985124,24.4774,0.767507,25.2833,0.873759
10.52,25.4223,0.985109,25.5148,1.26574,25.3305,0.92379
10.53,25.4467,0.984112,24.9492,1.08124,25.3018,0.94562
10.54,25.4712,0.982134,26.2513,0.798727,25.4381,0.929893
10.55,25.4956,0.979176,25.473,1.01627,25.4627,0.942867
10.56,25.5201,0.975236,25.3935,1.49451,25.4744,1.01413
10.57,25.5445,0.970315,25.346,1.28803,25.4785,1.05223
10.58,25.569,0.964413,25.415,1.19378,25.4903,1.07455
10.59,25.5934,0.957531,24.916,1.2865,25.438,1.10603
10.6,25.6179,0.949667,25.778,0.968538,25.4983,1.09447
10.61,25.6423,0.940822,25.7568,1.62016,25.5492,1.16526
10.62,25.6668,0.930997,26.1996,0.320983,25.6497,1.06653
10.63,25.6912,0.92019,25.8119,0.969435,25.691,1.0587
10.64,25.7157,0.908402,25.5968,0.982401,25.7007,1.0532
10.65,25.7401,0.895634,26.165,1.31058,25.7797,1.08911
10.66,25.7646,0.881884,26.0616,0.704816,25.8372,1.04564
10.67,25.789,0.867153,25.8806,0.774683,25.8656,1.01525
10.68,25.8135,0.851441,26.2813,0.307082,25.9405,0.929548
10.69,25.8379,0.834749,25.9103,0.855157,25.9609,0.920995
10.7,25.8624,0.817075,25.6975,0.120844,25.9519,0.82167
10.71,25.8869,0.79842,25.4428,1.27117,25.9116,0.876102
10.72,25.9113,0.778785,25.7889,1.14437,25.918,0.909151
10.73,25.9358,0.758168,25.9165,0.637702,25.9391,0.875582
10.74,25.9602,0.73657,25.4872,0.645974,25.9039,0.846493
10.75,25.9847,0.713992,25.755,1.05792,25.9053,0.871815
10.76,26.0091,0.690432,26.104,0.699451,25.9495,0.849824
10.77,26.0336,0.665891,25.6573,1.09817,25.933,0.879864
10.78,26.058,0.64037,26.9044,1.1685,26.0733,0.915613
10.79,26.0825,0.613867,26.0949,0.411852,26.0977,0.853268
10.8,26.1069,0.586383,25.4942,0.555129,26.044,0.815206
10.81,26.1314,0.557919,26.147,0.289892,26.0768,0.747984
10.82,26.1558,0.528473,25.8678,0.437417,26.0709,0.706131
10.83,26.1803,0.498046,26.323,0.244787,26.1219,0.644625
10.84,26.2047,0.466639,26.0345,0.401066,26.1312,0.60905
10.85,26.2292,0.44119,25.8737,0.952724,26.1189,0.646106
10.86,26.2536,0.466738,26.2218,0.468896,26.1508,0.619118
10.87,26.2781,0.491305,26.2925,0.897787,26.1878,0.648549
10.88,26.3025,0.514891,25.9483,0.662065,26.1776,0.64567
10.89,26.327,0.537496,26.2143,0.61245,26.2011,0.63701
10.9,26.3514,0.55912,25.4578,0.736975,26.1273,0.644893
10.91,26.3759,0.579763,26.4474,0.702554,26.1841,0.647785
10.92,26.4003,0.599425,26.6494,0.613608,26.2599,0.639387
10.93,26.4248,0.618106,26.2811,0.651986,26.2815,0.636745
10.94,26.4493,0.635806,26.8013,0.370405,26.3653,0.599343
10.95,26.4737,0.652525,26.227,0.869003,26.3683,0.628113
10.96,26.4982,0.668263,26.7755,0.95373,26.4389,0.664618
10.97,26.5226,0.68302,26.45,0.758976,26.4612,0.673165
10.98,26.5471,0.696796,26.5572,0.507499,26.494,0.649532
10.99,26.5715,0.709591,26.0442,0.720926,26.4589,0.655039
11,26.596,0.721405,26.8593,0.880279,26.5287,0.679949
11.01,26.6204,0.732238,26.5622,0.737308,26.5536,0.684535
11.02,26.6449,0.74209,26.3053,0.946492,26.5434,0.714816
11.03,26.6693,0.750961,26.7887,1.11163,26.5941,0.762649
11.04,26.6938,0.758851,26.4585,0.685555,26.5979,0.752431
11.05,26.7182,0.765759,26.6838,1.12201,26.6288,0.797745
11.06,26.7427,0.771687,26.6742,0.409863,26.6549,0.749548
11.07,26.7671,0.776634,26.9766,0.640513,26.7155,0.735088
11.08,26.7916,0.7806,26.8286,0.645737,26.7509,0.722789
11.09,26.816,0.783585,27.2342,0.377751,26.8328,0.678343
11.1,26.8405,0.785589,26.9908,0.745629,26.8753,0.684413
11.11,26.8649,0.786612,27.2532,1.17417,26.9456,0.743394
11.12,26.8894,0.786654,27.1688,-0.016814,26.9975,0.647736
11.13,26.9138,0.785715,27.2586,1.27166,27.0547,0.722731
11.14,26.9383,0.783795,26.8957,0.621566,27.0602,0.708954
11.15,26.9627,0.780894,27.3984,1.05063,27.1271,0.750166
11.16,26.9872,0.777012,26.5762,1.05502,27.084,0.787721
11.17,27.0117,0.772149,26.8547,0.738717,27.0794,0.781951
11.18,27.0361,0.766305,26.7728,0.964906,27.0644,0.804992
11.19,27.0606,0.75948,26.7355,0.983418,27.0458,0.827967
11.2,27.085,0.751674,27.0586,0.895634,27.0688,0.837605
11.21,27.1095,0.742887,26.9124,0.546032,27.0707,0.802595
11.22,27.1339,0.733119,27.7623,0.981176,27.1779,0.825455
11.23,27.1584,0.72237,26.762,0.862051,27.1488,0.831082
11.24,27.1828,0.71064,27.1418,0.284055,27.1694,0.763976
11.25,27.2073,0.697929,27.5068,0.715822,27.233,0.757628
11.26,27.2317,0.684237,27.1014,0.0518414,27.2389,0.669083
11.27,27.2562,0.669564,26.5036,0.895746,27.169,0.694974
11.28,27.2806,0.65391,27.4089,0.213975,27.2187,0.633182
11.29,27.3051,0.637275,26.7367,0.918708,27.179,0.665736
11.3,27.3295,0.619659,26.9939,0.42715,27.1749,0.633676
11.31,27.354,0.601062,27.4404,0.218387,27.2265,0.578922
11.32,27.3784,0.581484,27.7357,0.262781,27.3091,0.535416
11.33,27.4029,0.560925,27.443,0.456896,27.3463,0.520712
11.34,27.4273,0.539385,27.851,0.662332,27.43,0.53328
11.35,27.4518,0.516864,27.2765,0.74299,27.4329,0.554747
11.36,27.4762,0.493362,27.1376,0.418907,27.4176,0.533681
11.37,27.5007,0.468879,27.4196,0.686618,27.4386,0.548293
11.38,27.5252,0.443415,28.2775,0.315021,27.5639,0.515141
11.39,27.5496,0.454933,27.2208,0.522856,27.5439,0.511438
11.4,27.5741,0.47449,28.2345,0.437894,27.652,0.497631
11.41,27.5985,0.493066,27.7922,0.617511,27.6931,0.507774
11.42,27.623,0.510661,27.1017,0.678631,27.6433,0.524621
11.43,27.6474,0.527275,27.536,0.0161141,27.6522,0.457171
11.44,27.6719,0.542908,27.5492,0.382879,27.6613,0.442531
11.45,27.6963,0.55756,27.2076,0.931399,27.6262,0.497981
11.46,27.7208,0.571231,27.594,0.568361,27.6425,0.50256
11.47,27.7452,0.583921,27.3133,0.0478867,27.6215,0.441823
11.48,27.7697,0.59563,28.213,0.618306,27.7145,0.458619
11.49,27.7941,0.606358,27.7151,0.678653,27.7353,0.481348
11.5,27.8186,0.616105,28.0932,0.500565,27.8006,0.479632
11.51,27.843,0.624871,28.0108,0.876155,27.8484,0.525065
11.52,27.8675,0.632656,28.0867,0.713362,27.9002,0.545609
11.53,27.8919,0.63946,27.6437,0.482768,27.8909,0.535337
11.54,27.9164,0.645283,27.8917,1.00831,27.9128,0.591764
11.55,27.9408,0.650125,28.6559,0.6102,28.0274,0.592769
11.56,27.9653,0.653986,28.7354,0.640791,28.1395,0.597521
11.57,27.9897,0.656866,27.6664,0.515834,28.1061,0.586221
11.58,28.0142,0.658765,27.8885,0.47551,28.1032,0.57108
11.59,28.0386,0.659683,28.2538,0.563891,28.1456,0.568559
11.6,28.0631,0.65962,28.0785,0.553441,28.1612,0.565034
11.61,28.0876,0.658576,28.0974,-0.0920903,28.1769,0.481358
11.62,28.112,0.656551,28.1556,0.839007,28.1977,0.522526
11.63,28.1365,0.653545,28.2262,0.940208,28.2245,0.572172
11.64,28.1609,0.649558,27.7742,0.662978,28.1916,0.582176
11.65,28.1854,0.64459,28.7312,0.835579,28.281,0.612722
11.66,28.2098,0.638641,28.2049,0.587582,28.2949,0.609203
11.67,28.2343,0.631711,28.2617,0.182742,28.3138,0.555537
11.68,28.2587,0.6238,28.499,0.85501,28.3599,0.591297
11.69,28.2832,0.614908,28.3476,0.546802,28.3818,0.584956
11.7,28.3076,0.605035,28.4007,0.892675,28.4074,0.622448
11.71,28.3321,0.594181,28.7193,0.817334,28.4696,0.646703
11.72,28.3565,0.582346,28.3957,0.11517,28.4844,0.58084
11.73,28.381,0.56953,28.4923,0.247498,28.5092,0.538258
11.74,28.4054,0.555733,28.0037,1.04208,28.4698,0.599237
11.75,28.4299,0.540955,28.4622,0.58527,28.4911,0.596983
11.76,28.4543,0.525195,28.3763,1.06222,28.499,0.654493
11.77,28.4788,0.508455,28.8775,0.17341,28.568,0.595183
11.78,28.5032,0.490734,29.0382,0.875705,28.6494,0.629598
11.79,28.5277,0.472032,28.8644,0.157073,28.7002,0.570808
11.8,28.5521,0.45235,28.5777,0.952436,28.7094,0.617317
11.81,28.5766,0.443517,28.9355,0.574641,28.7617,0.611923
11.82,28.601,0.459332,28.5717,-0.361407,28.7626,0.490277
11.83,28.6255,0.474166,28.7658,0.510464,28.787,0.489955
11.84,28.65,0.488019,29.0154,0.258928,28.8395,0.458349
11.85,28.6744,0.500891,29.0215,0.390412,28.8867,0.446472
11.86,28.6989,0.512782,28.7258,0.737728,28.8915,0.479244
11.87,28.7233,0.523693,28.7927,0.39178,28.9036,0.465562
11.88,28.7478,0.533622,28.5434,0.083924,28.8827,0.41494
11.89,28.7722,0.54257,28.8052,0.0539295,28.896,0.36586
11.9,28.7967,0.550537,29.0465,0.40101,28.9375,0.365243
11.91,28.8211,0.557523,29.3055,0.720589,29.0065,0.404695
11.92,28.8456,0.563528,28.2016,0.78382,28.93,0.4481
11.93,28.87,0.568552,29.5207,0.532139,29.0254,0.455728
11.94,28.8945,0.572595,29.0704,1.07006,29.0543,0.529769
11.95,28.9189,0.575657,28.6887,0.462711,29.032,0.520465
11.96,28.9434,0.577738,28.7355,0.798882,29.0172,0.554092
11.97,28.9678,0.578838,28.8176,0.271864,29.0137,0.51852
11.98,28.9923,0.578957,28.803,0.754621,29.0081,0.546861
11.99,29.0167,0.578095,28.7408,0.707312,28.9949,0.566409
12,29.0412,0.576253,28.9244,0.624684,29.0054,0.573647
12.01,29.0656,0.573429,29.3892,0.557431,29.0724,0.571748
12.02,29.0901,0.569624,28.7198,0.862633,29.0484,0.608127
12.03,29.1145,0.564838,29.0475,0.430405,29.0673,0.586823
12.04,29.139,0.559071,29.0252,0.695214,29.081,0.600734
12.05,29.1634,0.552323,29.1521,0.348076,29.1087,0.569886
12.06,29.1879,0.544594,29.2023,0.188775,29.1393,0.522316
12.07,29.2124,0.535884,28.7999,0.644458,29.1161,0.536507
12.08,29.2368,0.526193,29.4355,0.964337,29.1741,0.58918
12.09,29.2613,0.515521,29.3194,0.40512,29.2112,0.566667
12.1,29.2857,0.503868,29.2237,0.710681,29.232,0.584589
12.11,29.3102,0.491234,29.331,0.606657,29.2636,0.587688
12.12,29.3346,0.477619,29.3508,1.22478,29.294,0.667593
12.13,29.3574,0.462617,28.9364,0.43668,29.269,0.640918
12.14,29.3777,0.446027,29.6412,0.722525,29.3341,0.652606
12.15,29.398,0.445443,29.7133,0.265937,29.401,0.606077
12.16,29.4183,0.45843,30.0779,0.428571,29.506,0.584587
12.17,29.4387,0.470436,29.3643,0.646211,29.5106,0.592453
12.18,29.459,0.481461,29.4346,0.714291,29.523,0.607999
12.19,29.4793,0.491505,29.2113,0.219592,29.5057,0.560205
12.2,29.4996,0.500567,29.3527,0.0721748,29.5073,0.498916
12.21,29.5199,0.508649,29.8354,0.176262,29.5684,0.456933
12.22,29.5402,0.51575,29.8923,0.456024,29.6299,0.454226
12.23,29.5605,0.52187,29.2418,0.108847,29.6033,0.408538
12.24,29.5808,0.527009,29.1871,0.341768,29.5721,0.396683
12.25,29.6012,0.531167,30.0463,0.955687,29.6508,0.462746
12.26,29.6215,0.534344,29.6652,0.56159,29.6733,0.472924
12.27,29.6418,0.53654,29.4077,0.710669,29.6609,0.500711
12.28,29.6621,0.537755,29.8153,0.696741,29.7001,0.523948
12.29,29.6824,0.537989,29.6748,0.384874,29.7172,0.505906
12.3,29.7027,0.537242,29.7112,0.980785,29.7367,0.564101
12.31,29.723,0.535514,29.045,0.718355,29.6704,0.583585
12.32,29.7434,0.532805,30.2603,0.738131,29.7622,0.603526
12.33,29.7637,0.529115,29.5128,0.187586,29.7507,0.552697
12.34,29.784,0.524444,29.6012,1.16878,29.751,0.629514
12.35,29.8043,0.518792,29.6867,0.674825,29.7615,0.636786
12.36,29.8246,0.512159,30.2845,0.512853,29.845,0.623058
